Date,AAR,BT,Bus,LIRR,MNR,SIR,Subway
12/20/2023,"33,205","968,890","1,245,547","236,060","206,420","7,363","3,838,407"
12/21/2023,"31,713","981,368","1,200,899","229,252","199,411","6,860","3,675,448"
12/22/2023,"29,324","984,185","1,110,555","231,036","206,169","5,878","3,372,318"
12/23/2023,"17,627","880,249","708,808","139,904","130,053","2,700","2,244,175"
12/24/2023,"20,241","795,756","549,448","92,540","77,874","1,912","1,657,096"
12/25/2023,"14,750","750,568","381,879","80,587","65,350","1,668","1,273,729"
12/26/2023,"20,706","870,326","906,670","219,149","192,910","5,158","2,668,642"
12/27/2023,"25,945","884,586","955,890","220,010","186,541","5,373","2,912,007"
12/28/2023,"26,462","891,277","969,231","218,546","193,235","5,395","3,064,841"
12/29/2023,"26,892","912,592","1,007,697","237,781","210,361","5,784","3,198,885"
12/30/2023,"16,983","836,447","720,564","121,688","121,647","2,780","2,440,211"
12/31/2023,"20,005","674,200","548,344","99,817","89,554","2,029","1,934,651"
01/01/2024,"9,165","733,254","455,965","82,811","73,957","2,018","1,648,734"
01/02/2024,"25,961","833,562","1,091,104","209,680","184,978","7,107","3,290,639"
01/03/2024,"31,304","860,670","1,212,761","217,373","194,441","7,565","3,555,082"
01/04/2024,"31,233","871,863","1,242,971","212,217","190,588","7,450","3,560,703"
01/05/2024,"30,480","891,156","1,185,046","199,441","173,362","5,963","3,263,064"
01/06/2024,"15,850","724,404","684,686","92,741","82,890","2,070","1,942,458"
01/07/2024,"13,723","568,828","502,518","72,971","57,280","1,533","1,472,438"
01/08/2024,"28,890","848,891","1,226,783","208,960","184,150","7,001","3,303,727"
01/09/2024,"30,430","784,130","1,135,694","213,699","188,888","6,944","3,353,192"
01/10/2024,"31,338","848,541","1,248,493","217,461","191,221","7,216","3,557,166"
01/11/2024,"32,790","925,357","1,293,940","229,117","199,799","7,337","3,688,916"
01/12/2024,"31,096","934,166","1,228,696","207,670","182,896","6,286","3,365,791"
01/13/2024,"17,168","822,986","755,670","101,558","97,439","2,210","2,167,383"
01/14/2024,"18,588","752,646","588,809","85,521","78,197","1,745","1,743,556"
01/15/2024,"16,502","820,151","783,032","91,887","80,498","3,017","2,169,917"
01/16/2024,"29,826","716,475","1,078,860","205,716","178,389","5,414","3,235,935"
01/17/2024,"32,054","867,429","1,193,111","217,173","199,986","6,891","3,616,923"
01/18/2024,"32,318","900,897","1,235,693","217,911","197,257","7,014","3,655,850"
01/19/2024,"27,175","797,009","1,109,408","191,999","171,490","5,330","3,176,408"
01/20/2024,"15,487","761,763","677,335","96,128","82,817","1,926","2,024,041"
01/21/2024,"17,147","721,445","548,497","78,041","66,955","1,482","1,576,126"
01/22/2024,"30,092","845,081","1,210,644","209,302","185,181","6,558","3,305,387"
01/23/2024,"33,111","868,625","1,264,199","233,311","205,300","7,194","3,652,488"
01/24/2024,"33,082","870,903","1,247,798","223,928","201,969","7,027","3,666,907"
01/25/2024,"32,517","894,518","1,256,481","223,766","199,560","6,845","3,681,867"
01/26/2024,"31,329","917,534","1,193,175","213,749","184,511","5,681","3,380,816"
01/27/2024,"19,099","856,146","801,262","117,555","102,600","2,409","2,283,244"
01/28/2024,"17,473","715,214","535,857","75,177","66,794","1,455","1,549,077"
01/29/2024,"29,367","842,719","1,211,703","214,890","187,702","6,755","3,297,571"
01/30/2024,"32,782","872,485","1,284,597","230,931","207,896","7,744","3,717,520"
01/31/2024,"33,417","886,952","1,325,692","228,148","204,353","7,651","3,808,584"
02/01/2024,"33,540","916,087","1,337,508","214,275","189,621","7,465","3,814,682"
02/02/2024,"32,175","921,659","1,239,617","200,395","174,044","6,207","3,457,807"
02/03/2024,"20,070","849,004","808,103","113,576","102,310","2,357","2,324,038"
02/04/2024,"20,480","793,254","626,299","86,327","77,083","1,746","1,742,107"
02/05/2024,"31,372","859,195","1,297,578","218,879","190,181","7,053","3,481,777"
02/06/2024,"33,618","884,477","1,346,868","233,524","208,252","7,709","3,857,533"
02/07/2024,"34,799","900,800","1,341,486","229,426","202,871","7,655","3,900,992"
02/08/2024,"34,386","941,702","1,350,925","232,069","198,010","7,442","3,903,673"
02/09/2024,"32,233","957,789","1,268,268","218,909","185,475","6,121","3,547,321"
02/10/2024,"20,462","880,000","795,892","118,074","99,942","2,596","2,385,448"
02/11/2024,"20,610","762,790","628,400","83,832","73,614","1,769","1,774,698"
02/12/2024,"30,323","892,930","1,254,403","212,628","185,118","6,132","3,374,596"
02/13/2024,"23,271","482,279","724,893","166,803","134,355","3,641","2,273,584"
02/14/2024,"32,796","913,181","1,282,121","230,505","201,686","7,645","3,963,628"
02/15/2024,"33,402","952,529","1,305,830","228,885","202,704","7,500","3,874,860"
02/16/2024,"32,442","966,657","1,225,865","210,552","186,547","6,269","3,504,536"
02/17/2024,"17,545","772,481","680,638","95,271","92,423","2,038","2,178,047"
02/18/2024,"18,975","797,397","604,537","89,877","81,659","1,720","1,850,840"
02/19/2024,"17,585","817,600","842,548","96,569","85,973","3,007","2,244,741"
02/20/2024,"32,208","899,285","1,201,850","233,827","207,099","7,023","3,490,990"
02/21/2024,"33,590","896,387","1,222,440","230,058","201,074","7,112","3,591,484"
02/22/2024,"32,702","928,655","1,212,903","225,465","195,315","6,674","3,588,173"
02/23/2024,"30,262","920,820","1,126,271","208,527","182,348","5,479","3,219,121"
02/24/2024,"19,456","869,440","788,962","114,816","98,942","2,407","2,308,808"
02/25/2024,"19,822","825,580","608,010","88,104","78,248","1,800","1,740,477"
02/26/2024,"30,867","877,847","1,275,320","217,914","187,542","6,969","3,439,079"
02/27/2024,"33,571","897,691","1,332,209","233,207","208,042","7,659","3,802,458"
02/28/2024,"33,664","893,814","1,290,829","228,110","199,671","7,428","3,784,177"
02/29/2024,"33,637","962,146","1,334,777","232,010","204,828","7,295","3,905,888"
03/01/2024,"33,416","973,371","1,276,428","181,633","157,348","6,220","3,573,658"
03/02/2024,"19,380","826,820","689,029","98,266","85,586","2,084","2,094,029"
03/03/2024,"21,351","860,095","686,787","93,906","85,095","1,981","1,961,510"
03/04/2024,"32,231","891,094","1,319,592","219,565","188,845","7,229","3,539,671"
03/05/2024,"34,277","872,846","1,263,377","236,999","204,515","7,344","3,819,514"
03/06/2024,"35,207","894,426","1,273,337","225,080","198,040","7,555","3,865,589"
03/07/2024,"34,235","946,074","1,334,827","226,926","197,659","7,414","3,893,731"
03/08/2024,"34,613","992,246","1,291,469","226,372","192,899","6,588","3,685,219"
03/09/2024,"19,661","860,563","747,405","113,368","97,183","2,174","2,128,635"
03/10/2024,"20,080","821,120","630,566","90,567","77,768","1,750","1,803,578"
03/11/2024,"31,600","873,234","1,270,081","218,755","188,108","6,854","3,497,588"
03/12/2024,"34,978","915,856","1,370,319","239,002","213,584","7,820","3,988,438"
03/13/2024,"36,469","942,026","1,377,062","237,603","212,582","8,100","4,024,943"
03/14/2024,"36,111","974,694","1,368,263","240,124","211,962","7,658","4,049,186"
03/15/2024,"33,266","991,245","1,275,542","227,481","199,285","6,558","3,643,013"
03/16/2024,"20,796","927,686","838,318","138,156","129,667","3,108","2,553,056"
03/17/2024,"20,237","865,840","625,861","103,993","86,964","2,078","1,972,170"
03/18/2024,"31,905","899,570","1,296,423","221,451","190,770","7,072","3,482,565"
03/19/2024,"34,899","913,930","1,336,910","242,771","210,028","7,795","3,869,116"
03/20/2024,"35,998","931,986","1,334,002","234,446","206,030","7,700","3,886,104"
03/21/2024,"35,097","951,848","1,317,112","228,782","200,037","7,292","3,862,248"
03/22/2024,"33,549","980,093","1,251,225","225,175","187,489","6,299","3,581,959"
03/23/2024,"17,633","736,622","587,004","95,770","77,331","1,766","1,863,863"
03/24/2024,"22,334","864,706","653,413","95,973","80,451","1,890","1,912,946"
03/25/2024,"31,947","906,615","1,281,676","224,068","192,720","7,032","3,583,716"
03/26/2024,"34,874","919,136","1,355,991","239,790","211,566","7,754","3,969,793"
03/27/2024,"35,627","948,272","1,342,695","241,268","207,744","7,628","4,014,011"
03/28/2024,"34,416","958,838","1,223,847","239,840","200,583","6,780","3,910,547"
03/29/2024,"30,293","970,592","1,096,254","241,583","198,343","5,092","3,372,535"
03/30/2024,"19,891","909,745","801,723","135,355","111,061","2,748","2,526,569"
03/31/2024,"23,316","936,601","606,411","121,273","98,458","2,096","1,936,295"
04/01/2024,"30,083","921,607","1,168,598","208,291","180,107","6,053","3,321,989"
04/02/2024,"34,415","894,314","1,247,638","234,615","206,753","7,289","3,900,061"
04/03/2024,"34,971","856,109","1,162,660","222,764","195,001","6,815","3,890,305"
04/04/2024,"34,712","961,556","1,339,531","232,730","201,745","7,180","4,100,733"
04/05/2024,"34,503","986,253","1,263,607","225,107","202,580","6,309","3,800,800"
04/06/2024,"21,444","931,595","822,825","128,106","117,095","2,555","2,477,127"
04/07/2024,"21,759","878,338","651,153","101,624","94,103","2,033","1,899,641"
04/08/2024,"31,777","883,899","1,258,402","220,359","194,106","6,873","3,506,719"
04/09/2024,"36,151","970,225","1,366,571","251,964","228,390","7,937","4,042,674"
04/10/2024,"35,534","950,832","1,245,909","235,585","216,591","7,115","3,791,945"
04/11/2024,"35,354","968,131","1,315,916","241,215","205,013","7,326","4,000,485"
04/12/2024,"33,701","984,025","1,240,823","225,168","191,755","6,265","3,668,439"
04/13/2024,"21,606","934,171","824,356","120,351","110,542","2,609","2,535,112"
04/14/2024,"21,766","900,793","664,358","103,711","93,633","2,145","2,068,885"
04/15/2024,"32,975","938,045","1,319,005","233,386","203,835","7,374","3,704,177"
04/16/2024,"35,869","946,250","1,370,151","243,835","220,030","8,017","4,033,514"
04/17/2024,"35,970","946,559","1,347,870","243,323","214,829","7,805","4,021,256"
04/18/2024,"34,816","960,125","1,303,010","230,634","203,859","7,271","3,966,226"
04/19/2024,"33,749","1,005,000","1,278,086","223,518","205,809","6,252","3,705,782"
04/20/2024,"21,228","952,549","830,016","125,999","123,804","2,793","2,537,525"
04/21/2024,"20,807","876,733","651,681","101,817","98,834","2,017","1,918,237"
04/22/2024,"29,919","906,928","1,146,285","229,680","206,229","6,171","3,219,677"
04/23/2024,"31,727","873,846","1,176,798","238,274","221,191","7,063","3,522,218"
04/24/2024,"32,658","884,275","1,180,243","233,010","215,927","6,847","3,608,010"
04/25/2024,"32,999","966,560","1,191,480","242,243","217,219","6,820","3,723,894"
04/26/2024,"31,859","960,070","1,143,792","229,885","198,590","5,647","3,431,590"
04/27/2024,"20,591","915,285","801,494","123,192","109,447","2,479","2,506,779"
04/28/2024,"21,057","884,153","649,572","100,214","91,619","1,965","2,084,950"
04/29/2024,"30,504","870,512","1,161,990","225,362","201,385","6,385","3,323,706"
04/30/2024,"32,717","876,200","1,193,514","240,862","218,592","6,886","3,638,986"
05/01/2024,"35,701","959,302","1,350,660","230,682","205,030","7,757","4,032,791"
05/02/2024,"36,244","985,377","1,349,838","235,003","210,951","7,475","4,061,242"
05/03/2024,"34,860","1,009,380","1,285,012","226,880","204,190","6,516","3,780,888"
05/04/2024,"22,523","954,647","849,249","123,516","122,719","2,769","2,563,658"
05/05/2024,"20,709","823,309","578,132","99,491","87,988","2,571","1,889,174"
05/06/2024,"33,424","934,306","1,295,794","229,643","200,506","6,869","3,652,105"
05/07/2024,"36,309","959,055","1,375,535","250,953","227,303","7,966","4,098,321"
05/08/2024,"36,981","973,565","1,350,511","244,202","221,059","7,623","4,087,477"
05/09/2024,"35,927","1,004,630","1,354,139","247,959","218,370","7,344","4,086,528"
05/10/2024,"34,539","1,006,475","1,212,090","228,020","195,091","5,894","3,677,268"
05/11/2024,"22,810","1,007,785","845,713","134,051","117,308","3,078","2,648,580"
05/12/2024,"24,531","933,869","559,614","114,118","98,717","1,755","1,858,872"
05/13/2024,"31,980","957,789","1,264,180","244,216","209,794","7,137","3,703,066"
05/14/2024,"35,800","968,597","1,343,633","260,745","226,656","7,698","4,116,655"
05/15/2024,"36,951","947,214","1,288,427","248,434","219,840","7,856","4,114,615"
05/16/2024,"35,940","990,185","1,306,481","243,988","215,601","7,590","4,105,026"
05/17/2024,"34,945","1,028,502","1,270,674","241,980","215,838","6,569","3,816,914"
05/18/2024,"21,562","972,936","792,454","131,709","130,279","2,855","2,691,368"
05/19/2024,"22,305","942,844","657,256","112,130","106,408","2,228","2,121,485"
05/20/2024,"32,417","961,239","1,291,703","236,846","216,450","7,160","3,682,061"
05/21/2024,"35,819","966,865","1,349,876","252,506","234,587","7,775","4,029,557"
05/22/2024,"36,940","996,779","1,357,841","258,544","233,098","8,086","4,104,021"
05/23/2024,"34,785","1,016,554","1,275,297","250,848","215,083","7,442","3,863,099"
05/24/2024,"33,663","1,039,719","1,243,655","250,907","209,130","6,663","3,583,244"
05/25/2024,"20,733","928,412","805,680","135,961","120,036","3,031","2,347,159"
05/26/2024,"22,762","908,474","652,393","120,709","101,017","2,710","2,019,012"
05/27/2024,"12,673","745,291","594,031","99,975","81,042","2,123","1,667,890"
05/28/2024,"34,485","972,840","1,300,611","257,078","227,311","7,609","3,825,781"
05/29/2024,"36,435","959,947","1,309,889","254,749","227,379","8,090","4,006,764"
05/30/2024,"35,372","1,002,919","1,301,028","253,843","219,887","7,550","3,979,959"
05/31/2024,"35,020","1,025,661","1,257,526","245,017","211,027","6,644","3,688,627"
06/01/2024,"22,726","1,003,362","848,601","128,555","110,948","2,980","2,446,153"
06/02/2024,"22,640","944,876","651,637","114,504","92,567","2,339","1,978,037"
06/03/2024,"33,679","951,379","1,294,956","225,413","197,640","7,168","3,611,491"
06/04/2024,"36,865","964,701","1,327,963","255,090","233,237","7,800","3,979,793"
06/05/2024,"37,800","990,705","1,338,427","264,512","230,173","7,942","4,051,943"
06/06/2024,"35,234","993,746","1,207,899","245,631","219,447","7,059","3,774,324"
06/07/2024,"35,464","1,040,780","1,254,339","252,098","214,062","6,393","3,752,412"
06/08/2024,"23,371","1,002,254","842,779","159,020","135,138","3,150","2,673,220"
06/09/2024,"22,435","966,063","680,981","132,945","107,497","2,492","2,134,551"
06/10/2024,"32,970","964,238","1,355,986","240,121","211,542","7,701","3,702,212"
06/11/2024,"36,206","955,762","1,390,440","259,101","230,796","8,500","3,995,425"
06/12/2024,"36,693","952,603","1,355,294","256,255","224,305","8,138","3,977,760"
06/13/2024,"35,363","969,399","1,310,210","254,575","221,855","7,675","3,936,941"
06/14/2024,"34,757","1,017,050","1,212,740","247,019","204,586","5,973","3,517,062"
06/15/2024,"23,580","1,033,025","851,502","142,102","122,409","3,104","2,431,810"
06/16/2024,"24,200","1,001,387","653,946","130,133","109,303","2,245","1,897,201"
06/17/2024,"31,993","961,183","1,172,762","242,993","215,241","6,466","3,325,104"
06/18/2024,"36,105","993,635","1,314,338","260,538","242,116","7,713","3,920,839"
06/19/2024,"26,431","973,450","1,068,172","232,540","206,582","4,527","3,046,320"
06/20/2024,"36,445","1,025,738","1,275,626","255,683","227,113","7,217","3,857,797"
06/21/2024,"34,695","1,027,492","1,191,812","244,215","211,543","6,166","3,500,365"
06/22/2024,"21,970","981,220","793,674","133,102","119,962","2,743","2,385,207"
06/23/2024,"21,789","957,537","648,887","118,067","103,892","2,061","1,908,786"
06/24/2024,"33,300","980,166","1,227,231","246,269","213,904","6,820","3,467,845"
06/25/2024,"36,669","1,006,891","1,269,567","271,783","232,410","7,685","3,831,447"
06/26/2024,"36,344","1,027,462","1,267,408","264,126","226,518","7,314","3,901,100"
06/27/2024,"35,155","1,037,346","1,214,263","255,215","227,648","7,170","3,776,811"
06/28/2024,"34,111","1,042,093","1,141,168","255,739","211,914","6,305","3,522,732"
06/29/2024,"21,904","981,000","780,229","138,769","119,738","2,948","2,454,997"
06/30/2024,"20,851","888,565","583,751","126,526","108,244","2,268","2,002,269"
07/01/2024,"32,979","959,030","1,156,904","216,906","185,943","6,947","3,273,546"
07/02/2024,"35,200","956,076","1,216,755","234,535","207,844","7,431","3,542,073"
07/03/2024,"36,949","1,007,199","1,198,766","237,577","205,176","6,758","3,409,357"
07/04/2024,"17,646","755,272","643,119","117,030","101,274","2,939","1,992,244"
07/05/2024,"28,776","857,429","1,001,854","207,314","183,222","4,563","2,700,734"
07/06/2024,"19,730","860,697","758,425","119,417","110,386","2,688","2,100,877"
07/07/2024,"22,640","912,740","642,652","120,316","105,041","2,167","1,804,572"
07/08/2024,"33,105","949,660","1,176,713","226,613","199,454","6,499","3,228,784"
07/09/2024,"35,500","956,804","1,236,657","249,970","219,843","7,176","3,605,032"
07/10/2024,"37,417","961,413","1,252,733","249,781","210,993","7,393","3,691,835"
07/11/2024,"35,691","997,744","1,233,678","246,250","209,174","6,914","3,688,029"
07/12/2024,"34,090","983,536","1,120,310","231,084","191,828","5,586","3,261,074"
07/13/2024,"20,949","916,511","743,154","123,988","107,166","2,700","2,203,283"
07/14/2024,"22,682","950,803","633,752","119,283","97,038","2,160","1,869,670"
07/15/2024,"32,763","954,918","1,160,722","233,209","202,008","6,398","3,259,800"
07/16/2024,"35,468","948,164","1,209,152","249,559","220,620","6,828","3,594,150"
07/17/2024,"36,547","960,518","1,210,515","248,424","214,137","6,845","3,651,756"
07/18/2024,"36,119","1,010,443","1,218,605","241,785","211,370","7,085","3,637,826"
07/19/2024,"34,718","1,022,607","1,207,102","243,438","206,922","6,480","3,372,874"
07/20/2024,"19,961","984,535","803,868","131,910","125,050","2,688","2,269,647"
07/21/2024,"21,664","966,494","659,004","126,169","111,438","2,080","1,877,704"
07/22/2024,"32,431","942,623","1,168,226","231,813","215,087","6,510","3,235,343"
07/23/2024,"35,110","932,660","1,211,237","247,915","229,841","7,177","3,606,656"
07/24/2024,"36,652","952,083","1,220,410","249,158","224,862","7,260","3,656,472"
07/25/2024,"35,373","995,084","1,220,056","255,367","214,281","6,850","3,638,351"
07/26/2024,"34,431","1,016,330","1,154,709","247,475","201,321","5,946","3,288,849"
07/27/2024,"22,582","986,456","809,660","138,344","125,101","2,991","2,306,948"
07/28/2024,"22,027","954,855","645,704","121,226","99,516","2,214","1,851,383"
07/29/2024,"32,067","932,158","1,147,023","233,537","200,999","6,240","3,202,281"
07/30/2024,"34,911","941,243","1,228,387","251,398","220,120","7,217","3,590,241"
07/31/2024,"35,765","963,202","1,213,507","248,316","213,562","7,018","3,576,343"
08/01/2024,"35,878","1,016,033","1,208,275","229,131","194,439","6,902","3,544,663"
08/02/2024,"34,487","995,583","1,111,340","215,453","181,008","5,784","3,153,955"
08/03/2024,"22,133","945,280","741,482","123,922","109,769","2,852","2,200,373"
08/04/2024,"22,186","891,954","588,249","108,959","92,383","2,099","1,752,861"
08/05/2024,"33,112","963,223","1,154,644","234,345","192,078","6,375","3,222,601"
08/06/2024,"35,331","905,339","1,130,325","234,650","207,212","6,974","3,462,581"
08/07/2024,"36,667","928,763","1,117,450","239,223","202,867","6,593","3,511,253"
08/08/2024,"35,509","948,381","1,108,956","230,083","196,259","6,466","3,490,217"
08/09/2024,"32,193","914,501","1,039,488","215,973","170,622","5,202","3,041,276"
08/10/2024,"22,199","956,186","777,613","133,623","119,101","3,156","2,356,405"
08/11/2024,"22,996","932,245","614,435","121,004","103,975","2,552","1,918,748"
08/12/2024,"33,127","932,729","1,106,072","231,099","191,415","6,337","3,169,180"
08/13/2024,"35,503","914,295","1,158,412","242,459","205,674","7,002","3,491,612"
08/14/2024,"37,606","970,112","1,182,980","242,186","202,330","7,028","3,544,668"
08/15/2024,"36,343","1,006,980","1,182,864","241,573","196,106","6,528","3,495,671"
08/16/2024,"34,676","1,013,229","1,123,673","235,035","185,953","5,596","3,198,733"
08/17/2024,"22,797","962,245","767,022","135,948","112,928","2,880","2,256,233"
08/18/2024,"20,897","860,623","578,595","106,004","82,177","1,953","1,713,050"
08/19/2024,"31,668","939,487","1,090,594","224,656","183,503","5,870","3,076,559"
08/20/2024,"34,985","960,477","1,164,259","250,304","211,051","6,877","3,475,888"
08/21/2024,"36,401","966,702","1,159,036","247,076","204,853","6,910","3,498,651"
08/22/2024,"34,997","993,618","1,140,225","245,912","199,777","6,458","3,427,911"
08/23/2024,"33,653","1,008,033","1,095,768","235,738","196,218","5,827","3,209,666"
08/24/2024,"22,523","982,981","776,019","146,684","119,252","3,025","2,332,624"
08/25/2024,"22,347","954,450","629,302","130,885","101,267","2,309","1,905,818"
08/26/2024,"31,233","943,802","1,104,199","244,138","186,630","5,896","3,113,498"
08/27/2024,"34,997","957,321","1,177,841","261,771","201,834","6,713","3,477,101"
08/28/2024,"36,079","980,250","1,203,770","257,194","195,873","6,656","3,516,674"
08/29/2024,"35,044","1,001,235","1,203,629","261,935","192,714","6,446","3,438,760"
08/30/2024,"33,968","1,012,878","1,132,406","255,954","195,334","5,287","3,152,242"
08/31/2024,"21,518","931,420","771,634","149,890","119,313","2,471","2,158,004"
09/01/2024,"22,880","903,778","658,803","120,499","95,622","2,149","1,969,350"
09/02/2024,"14,939","861,398","629,636","134,118","95,598","2,571","2,007,446"
09/03/2024,"35,977","967,455","1,323,572","263,763","220,831","7,337","3,629,404"
09/04/2024,"38,623","943,233","1,372,412","271,660","225,508","7,588","3,868,854"
09/05/2024,"37,475","974,389","1,434,726","262,639","220,098","7,475","4,033,322"
09/06/2024,"36,478","1,008,024","1,397,369","258,126","202,757","6,606","3,794,952"
09/07/2024,"21,477","919,901","841,695","137,291","105,974","2,874","2,479,639"
09/08/2024,"23,760","921,697","724,969","120,584","98,767","2,280","2,101,048"
09/09/2024,"35,327","938,320","1,458,059","247,296","214,384","7,724","3,811,344"
09/10/2024,"38,230","959,320","1,510,358","263,027","233,290","8,495","4,182,405"
09/11/2024,"39,031","929,727","1,489,570","263,710","228,252","9,107","4,214,707"
09/12/2024,"38,778","993,520","1,515,496","263,539","228,985","8,174","4,232,214"
09/13/2024,"37,297","1,024,954","1,442,741","254,945","219,747","6,989","3,911,412"
09/14/2024,"24,473","1,010,708","913,017","145,099","136,864","3,402","2,706,474"
09/15/2024,"24,154","954,266","705,080","128,174","118,303","2,605","2,161,737"
09/16/2024,"35,319","942,442","1,473,843","254,618","215,601","7,734","3,821,428"
09/17/2024,"38,667","953,515","1,536,675","268,678","232,809","8,503","4,189,311"
09/18/2024,"39,300","971,180","1,539,412","281,624","229,697","8,603","4,232,888"
09/19/2024,"38,515","1,006,254","1,547,727","272,725","226,944","8,367","4,255,184"
09/20/2024,"36,687","1,029,142","1,471,585","270,065","215,673","7,029","3,933,048"
09/21/2024,"23,611","988,882","950,423","160,150","133,469","3,736","2,744,632"
09/22/2024,"23,164","945,072","737,715","131,192","102,752","2,560","2,131,910"
09/23/2024,"34,543","931,098","1,457,916","250,701","218,237","7,994","3,898,806"
09/24/2024,"37,488","936,254","1,500,066","270,524","240,779","8,938","4,323,708"
09/25/2024,"37,829","945,383","1,487,149","267,471","236,202","8,904","4,335,945"
09/26/2024,"37,117","970,082","1,467,648","264,141","228,971","8,216","4,295,723"
09/27/2024,"35,968","1,015,362","1,438,524","258,258","221,034","6,992","3,945,383"
09/28/2024,"22,142","925,863","863,284","134,408","132,177","2,928","2,557,982"
09/29/2024,"22,340","867,370","664,367","117,572","102,805","2,782","1,959,363"
09/30/2024,"34,701","929,271","1,486,507","256,547","217,897","7,845","3,849,138"
10/01/2024,"38,299","926,619","1,546,620","247,737","218,836","9,716","4,179,363"
10/02/2024,"38,330","945,685","1,504,660","258,854","227,124","9,543","4,068,073"
10/03/2024,"35,952","930,814","1,333,760","246,586","217,197","7,273","3,627,528"
10/04/2024,"35,371","951,311","1,313,232","251,723","215,328","6,361","3,506,654"
10/05/2024,"23,775","970,842","953,356","142,657","148,928","4,086","2,710,146"
10/06/2024,"23,677","916,583","737,760","111,257","105,906","2,534","2,065,294"
10/07/2024,"35,754","921,480","1,478,576","250,063","220,335","8,833","3,847,055"
10/08/2024,"39,100","950,149","1,554,839","275,934","235,974","10,259","4,256,950"
10/09/2024,"39,877","962,957","1,555,422","275,026","234,694","9,926","4,313,211"
10/10/2024,"38,911","995,629","1,534,201","272,428","233,710","9,495","4,329,161"
10/11/2024,"37,027","1,026,778","1,435,476","257,460","224,122","7,977","3,868,564"
10/12/2024,"23,525","961,732","940,999","149,093","144,234","3,409","2,587,128"
10/13/2024,"23,354","915,669","744,866","127,619","120,235","3,574","2,153,429"
10/14/2024,"26,827","915,402","1,076,828","240,501","225,263","5,124","3,066,851"
10/15/2024,"38,788","960,559","1,487,706","270,652","249,266","9,369","4,284,818"
10/16/2024,"39,579","955,971","1,495,298","279,608","236,091","9,783","4,357,117"
10/17/2024,"37,093","946,905","1,496,057","277,906","237,000","9,362","4,309,633"
10/18/2024,"36,732","998,473","1,443,165","272,133","229,999","8,258","4,030,998"
10/19/2024,"24,053","985,303","930,951","156,212","147,214","3,588","2,752,350"
10/20/2024,"24,069","943,247","733,271","127,452","122,789","2,606","2,176,476"
10/21/2024,"35,133","942,132","1,471,964","247,857","219,983","8,975","3,842,315"
10/22/2024,"38,656","937,004","1,528,809","268,294","237,771","9,628","4,218,881"
10/23/2024,"39,211","934,747","1,537,563","257,031","233,881","9,629","4,276,606"
10/24/2024,"36,754","936,511","1,484,054","260,193","232,459","9,653","4,304,831"
10/25/2024,"36,635","988,880","1,376,080","262,815","223,941","8,083","4,019,790"
10/26/2024,"24,066","992,081","960,099","143,111","148,103","3,423","2,828,539"
10/27/2024,"23,888","922,563","740,417","120,849","115,917","2,556","2,208,683"
10/28/2024,"35,666","931,469","1,473,020","253,923","229,873","8,936","3,983,168"
10/29/2024,"38,621","944,545","1,514,830","272,526","249,585","9,803","4,378,791"
10/30/2024,"40,468","975,195","1,533,630","267,007","246,035","9,878","4,417,951"
10/31/2024,"37,639","957,578","1,423,507","257,756","221,856","8,741","4,340,272"
11/01/2024,"37,306","991,957","1,290,003","213,535","185,052","6,363","3,780,874"
11/02/2024,"24,481","945,493","924,453","138,761","134,522","3,273","2,817,106"
11/03/2024,"21,758","794,485","647,668","132,720","123,028","4,095","2,602,870"
11/04/2024,"36,716","912,585","1,450,761","243,884","216,014","7,765","3,949,699"
11/05/2024,"36,106","862,543","1,321,929","244,078","213,516","6,691","3,640,246"
11/06/2024,"40,044","933,303","1,490,566","256,311","221,461","8,324","4,113,411"
11/07/2024,"39,248","964,142","1,499,670","259,228","226,007","8,177","4,232,190"
11/08/2024,"38,062","996,532","1,428,851","245,087","213,611","7,038","3,971,878"
11/09/2024,"24,198","929,261","920,210","133,329","134,651","3,270","2,770,474"
11/10/2024,"23,972","873,934","713,083","105,256","103,048","2,321","2,117,144"
11/11/2024,"28,032","869,107","1,173,328","236,005","206,579","5,534","3,277,617"
11/12/2024,"39,828","927,474","1,487,306","264,372","234,752","8,595","4,263,199"
11/13/2024,"41,143","939,051","1,496,105","257,349","229,455","8,342","4,331,024"
11/14/2024,"40,039","965,409","1,476,496","251,765","217,969","8,022","4,296,568"
11/15/2024,"39,068","991,883","1,386,340","247,886","214,139","6,829","3,986,526"
11/16/2024,"24,556","925,881","919,983","137,240","132,742","3,013","2,789,132"
11/17/2024,"24,320","868,401","719,084","118,405","101,707","2,403","2,101,806"
11/18/2024,"36,682","912,553","1,442,803","246,602","214,015","7,739","3,900,958"
11/19/2024,"39,803","930,306","1,504,152","260,621","235,198","8,396","4,277,932"
11/20/2024,"41,321","959,174","1,508,975","261,795","232,558","8,694","4,298,945"
11/21/2024,"38,930","932,654","1,352,576","247,779","217,248","7,755","4,217,744"
11/22/2024,"37,694","968,176","1,304,306","240,803","205,229","6,493","3,854,860"
11/23/2024,"23,654","928,381","903,100","144,950","134,514","3,057","2,720,244"
11/24/2024,"24,470","850,067","712,523","115,037","104,157","2,333","2,075,015"
11/25/2024,"37,257","930,619","1,440,435","259,180","221,649","8,190","3,914,213"
11/26/2024,"39,718","985,462","1,412,275","263,231","233,673","8,100","4,030,009"
11/27/2024,"35,540","1,011,962","1,370,366","284,694","243,529","7,495","3,710,430"
